date,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Steps,Notes,Link,weight
2020-04-08,447,5.977682979840001,1943,5.417375029825817,4.328185894376839,11.07547322112,5262.0,"decent run, not too fast not too slow, minor knee discomfort",http://www.mapmyfitness.com/workout/4148441089,72.85245901639344
2020-04-10,451,6.013909313280001,2037,5.645244273443093,4.332616270977491,10.62841355136,5490.0,"decent pish at end, not sure why generally quite slow?",http://www.mapmyfitness.com/workout/4155583186,72.81967213114754
2020-04-11,540,7.240197254400001,2419,5.568449007794481,4.075909190328481,10.77499260288,6530.0,"good distance, also I live the feeling of freezing effortlessly through the countryside, ita amazing.",http://www.mapmyfitness.com/workout/4158784951,72.80327868852459
2020-04-14,480,6.42363220224,2155,5.591340322516504,4.588354012566611,10.73088048384,5815.0,amazing how much fitness can decline in two days if bad food and slobishness. feeling sick and I'll after,http://www.mapmyfitness.com/workout/4168741048,72.75409836065573
2020-04-15,419,5.486672125440001,1944,5.905213552851348,4.456523900421538,10.1605128768,5214.0,"finding it hard, needs few days of virue",http://www.mapmyfitness.com/workout/4172776384,72.73770491803279
2020-04-16,440,5.897505461760001,1958,5.533416099976139,4.386793625228664,10.84321269504,5289.0,"decent run, I qasnt too bad. obviously a bit under though",http://www.mapmyfitness.com/workout/4176653266,72.72131147540983
2020-04-17,529,6.8541156288,2504,6.088797671597868,4.660346078899228,9.85415815296,6694.0,"decent effort, not much further than Marina?? anyway wind was hard and still a bit fat but not too bad, now dobt fick ypnon food tonight!!",http://www.mapmyfitness.com/workout/4180278178,72.70491803278688
2020-04-18,474,6.3971906803200005,1984,5.168938399745486,4.373104817863676,11.607795936,5403.0,,http://www.mapmyfitness.com/workout/4187453575,72.68852459016394
2020-04-19,535,7.10020041984,2433,5.711103406108327,3.9057280481985206,10.50584591232,6549.0,"good run, hard job way out because of wind and hill, but good in end good calories too",http://www.mapmyfitness.com/workout/4187653633,72.67213114754098
2020-04-19,24,6.443974310400001,50,0.1293197725284339,5.163986071343355,463.96582848,782.0,,http://www.mapmyfitness.com/workout/4187452210,72.67213114754098
2020-04-20,443,5.955779808000001,1868,5.227415642646942,4.191198401336196,11.477954062079998,5080.0,"really good time. surely must be a PB for that route?! well done mate, no music just pure concentration too",http://www.mapmyfitness.com/workout/4190902078,72.65573770491804
2020-04-21,474,6.409421694720001,1987,5.166875447387258,4.010926191044301,11.612446940159998,5411.0,"good push, tough towards end, maybe because of low calories in last 24hrs, or because I pushed yesterday. good time still",http://www.mapmyfitness.com/workout/4195127545,72.63934426229508
2020-04-22,317,4.25280417408,1409,5.521852382088602,4.356247017418277,10.86592053888,3807.0,"decent little run, not bad",http://www.mapmyfitness.com/workout/4199705764,72.62295081967213
2020-04-23,443,5.9337800755200005,1954,5.488341833691243,4.019724807126382,10.93225769856,5284.0,"not bad, feeling a bit empty",http://www.mapmyfitness.com/workout/4203825886,72.60655737704919
2020-04-24,432,5.777818548480001,1881,5.42591888371908,3.637662302155413,11.0580440256,5093.0,"not bad, good scenery and pleasant all round.",http://www.mapmyfitness.com/workout/4207402378,72.59016393442623
2020-04-25,476,6.388693344,2018,5.264517716535432,4.359937962300167,11.39706843264,5483.0,"decent mate, nice run, very fun and decent pace",http://www.mapmyfitness.com/workout/4211572756,72.57377049180327
2020-04-27,544,7.197517451520001,2487,5.758930346774835,4.520102600811262,10.41860337408,6688.0,not too bad after two bad days,http://www.mapmyfitness.com/workout/4219070827,72.54098360655738
2020-04-29,452,5.90473141632,2111,5.958489918873776,4.399569016941064,10.069665408,5656.0,"not good, felt so empty and almost light headed, maybe caffeine maybe those prebiotics.",http://www.mapmyfitness.com/workout/4227379468,72.50819672131148
2020-05-02,480,6.43237094016,2045,5.298717986956175,4.499690557146265,11.32348922496,5552.0,decent considering how last couple of says gave been.,http://www.mapmyfitness.com/workout/4239278164,72.45901639344262
2020-05-04,420,5.56113647232,1917,5.745235325697924,4.221539956653146,10.443435552,5157.0,"not too bad mate, took it slow and enjoyable then gave it a little gas at the end",http://www.mapmyfitness.com/workout/4247511283,72.42622950819673
2020-05-05,439,5.868472896,1978,5.617593255388531,4.192813966436013,10.6807333248,5334.0,"disnt push too hard today, was enjoyable but I've clearly lost a little bit or pace. which can probably be regained easy enough",http://www.mapmyfitness.com/workout/4251807532,72.40983606557377
2020-05-07,552,7.2386683776,2557,5.8873677722102915,4.412095860176569,10.19131572096,6860.0,"decent distance, felt a bit empty but there you go. probs most important just to so the distance",http://www.mapmyfitness.com/workout/4260601528,72.37704918032787
2020-05-08,474,6.3726159974400005,1999,5.2280991509584025,4.264799819056709,11.47644127872,5436.0,"decent that, not a bas effort, felt good to go the distance and almost push very hard",http://www.mapmyfitness.com/workout/4264766671,72.36065573770492
2020-05-09,419,5.5876101811200005,1891,5.640459715262864,4.220682464407858,10.63742587776,5097.0,"standard affair, feeling about empty on way up but did well second half I think",http://www.mapmyfitness.com/workout/4268190727,72.34426229508196
2020-05-15,488,6.426480741120001,2253,5.843008082796468,4.951234788833213,10.26869298048,6049.0,"5 days of bad food = tougher than usual. but at least I did it, and I havent lost everything",http://www.mapmyfitness.com/workout/4292015002,72.24590163934427
2020-05-16,540,6.84878870016,2645,6.436659906148095,4.570241042312892,9.32159403648,7030.0,,http://www.mapmyfitness.com/workout/4295989279,72.22950819672131
2020-05-17,441,5.88284433792,1986,5.626522359420981,4.328881830112145,10.663770839039998,5355.0,"not bad, back on track a bit, obviously not regained like before though",http://www.mapmyfitness.com/workout/4299624349,72.21311475409836
2020-05-19,479,6.418176526080001,2031,5.274080619183965,4.14787640181341,11.376388362239998,5518.0,"good run, not bad pace, getting back to fitbess",http://www.mapmyfitness.com/workout/4307445211,72.18032786885246
